nombre_canonico,num_variantes_fusionadas,variantes,num_documentos_total,ids_documentos
Gral. Auditor D. Francisco Mayor Bordes,1,Gral. Auditor D. Francisco Mayor Bordes,1,1716
Sala De Justicia (del Consejo Supremo),1,Sala De Justicia (del Consejo Supremo),1,1716
Ejército De Tierra,1,Ejército De Tierra,2,1702; 1716
Cuartel General De La Armada,1,Cuartel General De La Armada,1,1716
Cuerpo Jurídico De La Armada,1,Cuerpo Jurídico De La Armada,1,1716
Asesoría Jurídica Del Cuartel General De La Armada,1,Asesoría Jurídica Del Cuartel General De La Armada,1,1716
digcesid,1,digcesid,1,1716
minisdef,1,minisdef,1,1716
subdef,1,subdef,1,1716
nota informativa 00028,1,nota informativa 00028,1,1716
n/ref. dg/25182/19.10.87,1,n/ref. dg/25182/19.10.87,1,1716
sentencia dictada en la causa 2/81,1,sentencia dictada en la causa 2/81,1,1716
consejo supremo de justicia militar,1,consejo supremo de justicia militar,1,1716
fiscal togado,1,fiscal togado,1,1716
gral. ---sanchez del río,1,gral. ---sanchez del río,1,1716
tte. general milans del bosch,1,tte. general milans del bosch,1,1716
Conocimiento Superior,1,Conocimiento Superior,1,1715
"Principales Del Intento Del ""golpe De Estado"" Del Pasado Febrero De 1.81",1,"Principales Del Intento Del ""golpe De Estado"" Del Pasado Febrero De 1.81",1,1715
Cantabria (núcleos Cualificados De Opinión Cántabra),1,Cantabria (núcleos Cualificados De Opinión Cántabra),1,1715
Capital (ambientes Castrenses De La Capital),1,Capital (ambientes Castrenses De La Capital),1,1715
S.M.El Rey,1,S.M.El Rey,1,1715
General Milana del Bosch,1,General Milana del Bosch,1,1715
T.G. Milana del B.,1,T.G. Milana del B.,1,1715
golpe de Estado,1,golpe de Estado,1,1715
vista oral del proceso,1,vista oral del proceso,1,1715
proceso,1,proceso,1,1715
vocación monárquica,1,vocación monárquica,1,1715
entrevistas confidenciales,1,entrevistas confidenciales,1,1715
"Excmo. Señor Teniente General, Director General De La Guardia Civil",1,"Excmo. Señor Teniente General, Director General De La Guardia Civil",1,1714
Capitán D. Jose Ramon Toston De La Calle,1,Capitán D. Jose Ramon Toston De La Calle,1,1714
Guardias 2ºs. D. Jose Castillo Ortega,1,Guardias 2ºs. D. Jose Castillo Ortega,1,1714
General Consejero Togado Instructor De La Causa Núm. 2/81 Del Consejo Supremo De Justicia Militar,1,General Consejero Togado Instructor De La Causa Núm. 2/81 Del Consejo Supremo De Justicia Militar,1,1714
Microfilmacion 00372/5,1,Microfilmacion 00372/5,1,1714
Centro Superior De Informacion De La Defensa,1,Centro Superior De Informacion De La Defensa,4,1703; 1709; 1713; 1714
1ª Sección De E.m.,1,1ª Sección De E.m.,1,1714
MICROFILMACION 00372/5,1,MICROFILMACION 00372/5,1,1714
CENTRO SUPERIOR DE INFORMACION DE LA DEFENSA,1,CENTRO SUPERIOR DE INFORMACION DE LA DEFENSA,4,1703; 1709; 1713; 1714
General Consejero Togado Instructor,1,General Consejero Togado Instructor,1,1714
Causa núm. 2/81,1,Causa núm. 2/81,1,1714
Capitán D. JOSE RAMON TOSTON DE LA CALLE,1,Capitán D. JOSE RAMON TOSTON DE LA CALLE,1,1714
Guardias 2ºs. D. JOSE CASTILLO ORTEGA,1,Guardias 2ºs. D. JOSE CASTILLO ORTEGA,1,1714
Guardias 2ºs. D. JOSE ALVAREZ SOLA,1,Guardias 2ºs. D. JOSE ALVAREZ SOLA,1,1714
Excmo. Señor,1,Excmo. Señor,1,1713
V.e. (vuestra Excelencia),1,V.e. (vuestra Excelencia),1,1713
Unidad Al Mando Del Comandante Cortina,1,Unidad Al Mando Del Comandante Cortina,1,1713
Unidad Escuela,1,Unidad Escuela,2,1711; 1713
Juzgado Supremo De Justicia Militar,1,Juzgado Supremo De Justicia Militar,1,1713
"Dirección General Del Cuerpo (implícito Como ""el Director General"")",1,"Dirección General Del Cuerpo (implícito Como ""el Director General"")",1,1713
Plaza (mencionado Sin Especificar Cuál),1,Plaza (mencionado Sin Especificar Cuál),1,1713
MICROFILMACION 00305 /S,1,MICROFILMACION 00305 /S,1,1713
08-01-82,1,08-01-82,1,1713
TJ 314,1,TJ 314,1,1713
Oficio,1,Oficio,1,1713
Auto del Consejo Reunido en Sala de Justicia,1,Auto del Consejo Reunido en Sala de Justicia,2,1711; 1713
17 de Noviembre de 1981,1,17 de Noviembre de 1981,1,1713
La Jefatura De La Dirección General De La Guardia Civil,1,La Jefatura De La Dirección General De La Guardia Civil,1,1712
Exemo. Señor,1,Exemo. Señor,1,1712
V.e.,1,V.e.,1,1712
Coronel Jefe Del Tercio,1,Coronel Jefe Del Tercio,1,1712
S. Zona,1,S. Zona,1,1712
512ª Comandancia,1,512ª Comandancia,1,1712
Las Provincias Vascongadas,1,Las Provincias Vascongadas,1,1712
DIRECCION GENERAL,1,DIRECCION GENERAL,1,1712
GUARDIA CIVIL,1,GUARDIA CIVIL,1,1712
S. ZONA,1,S. ZONA,1,1712
JEFATURA,1,JEFATURA,1,1712
Teniente Coronel DON ANTONIO TEJERO MOLINA,1,Teniente Coronel DON ANTONIO TEJERO MOLINA,1,1712
Coronel Jefe del Tercio,1,Coronel Jefe del Tercio,1,1712
provincias Vascongadas,1,provincias Vascongadas,1,1712
terrorismo,1,terrorismo,1,1712
acontecimientos,1,acontecimientos,1,1712
"V.i. (se Interpreta Como ""vuestra Ilustrísima"", Una Autoridad Del Centro Mencionado)",1,"V.i. (se Interpreta Como ""vuestra Ilustrísima"", Una Autoridad Del Centro Mencionado)",1,1711
Miembros O Núcleo Del Órgano Que Mandaba El Comandante Cortina,1,Miembros O Núcleo Del Órgano Que Mandaba El Comandante Cortina,1,1711
Unidad Escuela Integrada En El Órgano Que Mandaba El Comandante Cortina,1,Unidad Escuela Integrada En El Órgano Que Mandaba El Comandante Cortina,1,1711
El General Consejero Togado Instructor? José De Diego López,1,El General Consejero Togado Instructor? José De Diego López,1,1711
"Inno. Señor, Coronel Director Del Centro Superior De Informacion De La Defensa C.E.S.I.D.",1,"Inno. Señor, Coronel Director Del Centro Superior De Informacion De La Defensa C.E.S.I.D.",1,1711
Organo Que Mandaba El Comandante Cortina,1,Organo Que Mandaba El Comandante Cortina,1,1711
Paseo De La Castellana Núm. 5,1,Paseo De La Castellana Núm. 5,1,1711
Centro Superior De Información De La Defensa (C.E.S.I.D.),1,Centro Superior De Información De La Defensa (C.E.S.I.D.),1,1711
GENERAL CONSEJERO TOGADO INSTRUCTOR,1,GENERAL CONSEJERO TOGADO INSTRUCTOR,1,1711
CAUSA Nº 2/81,1,CAUSA Nº 2/81,1,1711
diecisiete de Noviembre de mil novecientos ochenta y uno,1,diecisiete de Noviembre de mil novecientos ochenta y uno,1,1711
Rebelión Militar,1,Rebelión Militar,1,1711
Comandante CORTINA,1,Comandante CORTINA,1,1711
José De Diego López,1,José De Diego López,1,1710
Señor J. A. Todayo Institucionar,1,Señor J. A. Todayo Institucionar,1,1710
Cabo 1º,1,Cabo 1º,1,1710
Guardino Civiles,1,Guardino Civiles,1,1710
Paisano Destinados En Ese Departamento,1,Paisano Destinados En Ese Departamento,1,1710
Capitán De La Civil D. José Ramón Tostón De La Calle,1,Capitán De La Civil D. José Ramón Tostón De La Calle,1,1710
Departamento (mencionado Como Lugar De Destino De Los Guardino Civiles),1,Departamento (mencionado Como Lugar De Destino De Los Guardino Civiles),1,1710
Sede De Este Consejo (consejo Supremo De Justicia Militar),1,Sede De Este Consejo (consejo Supremo De Justicia Militar),1,1710
Calle Fortuny Núm. 4,1,Calle Fortuny Núm. 4,1,1710
María,1,María,1,1710
SER RAL CONSEJERO TODAYO,1,SER RAL CONSEJERO TODAYO,1,1710
I. A. 00178/5,1,I. A. 00178/5,1,1710
Microfilmexto 00178/5,1,Microfilmexto 00178/5,1,1710
Alto Tribunal,1,Alto Tribunal,1,1710
El General Jefe De La Segenper,1,El General Jefe De La Segenper,1,1709
El Secretario General Miguel Martínez-vara De REY Y Teus,1,El Secretario General Miguel Martínez-vara De REY Y Teus,1,1709
V.i. (a Quien Va Dirigido El Escrito Del General Jefe De La Segenper),1,V.i. (a Quien Va Dirigido El Escrito Del General Jefe De La Segenper),1,1709
V.e. (a Quien Va Dirigido El Escrito Del Excmo. General Director Accidental De La Dirección De Personal),1,V.e. (a Quien Va Dirigido El Escrito Del Excmo. General Director Accidental De La Dirección De Personal),1,1709
Vd. (a Quien Se Dirige El Director General),1,Vd. (a Quien Se Dirige El Director General),1,1709
Dirección De Personal,1,Dirección De Personal,1,1709
1ª Región Militar,1,1ª Región Militar,1,1709
Plaza De Madrid,1,Plaza De Madrid,1,1709
SEGENPER,1,SEGENPER,1,1709
General Jefe,1,General Jefe,1,1709
General Director Accidental de la Dirección de Personal,1,General Director Accidental de la Dirección de Personal,1,1709
Escrito de referencia 16,1,Escrito de referencia 16,1,1709
Escrito de referencia 62,1,Escrito de referencia 62,1,1709
Comandante de Infantería,1,Comandante de Infantería,2,1706; 1709
Escala Activa,1,Escala Activa,1,1709
Juan Antequera Betran,1,Juan Antequera Betran,1,1708
Banco Central De Barcelona,1,Banco Central De Barcelona,1,1708
Iv Zona De La G.c. (guardia Civil),1,Iv Zona De La G.c. (guardia Civil),1,1708
Roma,1,Roma,2,1707; 1708
Hispanoamérica,1,Hispanoamérica,1,1708
Grecia,1,Grecia,1,1708
CAPITAN SANCHEZ VALIENTE,1,CAPITAN SANCHEZ VALIENTE,1,1708
Capitán del Ejército del Aire,1,Capitán del Ejército del Aire,1,1708
General de la IV Zona de la G.C.,1,General de la IV Zona de la G.C.,1,1708
Banco Central de Barcelona,1,Banco Central de Barcelona,1,1708
Grupo Operativo de la Guardia Civil,1,Grupo Operativo de la Guardia Civil,1,1708
JUAN ANTEQUERA BETRAN,1,JUAN ANTEQUERA BETRAN,1,1708
pasaporte de nacionalidad argentina,1,pasaporte de nacionalidad argentina,1,1708
Comandante De La Guardia Civil Soma,1,Comandante De La Guardia Civil Soma,1,1707
Participantes En La Operación,1,Participantes En La Operación,1,1707
Un Hombre Que Tras El Fracaso De La Operación Se Trasladó A Barcelona Y Posteriormente A Varios Países,1,Un Hombre Que Tras El Fracaso De La Operación Se Trasladó A Barcelona Y Posteriormente A Varios Países,1,1707
El Escorial,1,El Escorial,1,1707
Banco,1,Banco,1,1707
Andorra,1,Andorra,1,1707
Argentina,1,Argentina,1,1707
Banco Central De Barcelona (institución),1,Banco Central De Barcelona (institución),1,1707
MICROFILMACION 10283/5,1,MICROFILMACION 10283/5,1,1707
C/D13/10403/30631,1,C/D13/10403/30631,1,1707
GIL SÁNCHEZ-VALIENTE,1,GIL SÁNCHEZ-VALIENTE,1,1707
ROMA,1,ROMA,1,1707
9 de junio de 1.981,1,9 de junio de 1.981,1,1707
MD,1,MD,1,1707
Golpe de Estado del 23 de febrero,1,Golpe de Estado del 23 de febrero,1,1707
Sectores Y Bases,1,Sectores Y Bases,2,1705; 1706
"Comandante De Infantería, D.e.m. Don Jose Cortina Prieto",1,"Comandante De Infantería, D.e.m. Don Jose Cortina Prieto",1,1706
D.E.M. DON JOSE CORTINA PRIETO,1,D.E.M. DON JOSE CORTINA PRIETO,1,1706
procesamiento,1,procesamiento,1,1706
N/Rat SA/8372/22.05.81,1,N/Rat SA/8372/22.05.81,1,1706
MICROFILMACION 8258/5,1,MICROFILMACION 8258/5,1,1706
Juez Especial Que Entiende De Los Sucesos Del 23 De Febrero,1,Juez Especial Que Entiende De Los Sucesos Del 23 De Febrero,1,1705
Jefes Procesados,1,Jefes Procesados,1,1705
"Unidad (del CESID, Mencionada En Contexto De Destino)",1,"Unidad (del CESID, Mencionada En Contexto De Destino)",1,1705
MICROFILMACION 7043 /5,1,MICROFILMACION 7043 /5,1,1705
NTR.A.RFA.6C/7159/38-04-81,1,NTR.A.RFA.6C/7159/38-04-81,1,1705
SECTORES Y BASES,1,SECTORES Y BASES,1,1705
23 DE FEBRERO,1,23 DE FEBRERO,1,1705
COMANDANTE CORTINA,1,COMANDANTE CORTINA,1,1705
SUMARIO,1,SUMARIO,1,1705
JUEZ ESPECIAL,1,JUEZ ESPECIAL,1,1705
SUCEROS DEL 23 DE FEBRERO,1,SUCEROS DEL 23 DE FEBRERO,1,1705
TESTIGO,1,TESTIGO,1,1705
Jose Antonio Assiego,1,Jose Antonio Assiego,1,1704
Ricardo Garchitorena,1,Ricardo Garchitorena,1,1704
C. M. E. De Ribera,1,C. M. E. De Ribera,1,1704
Acción Sindicalista Nacional Del Trabajo (asnt),1,Acción Sindicalista Nacional Del Trabajo (asnt),1,1704
Grupo B,1,Grupo B,1,1704
Gobierno Militar De Madrid,1,Gobierno Militar De Madrid,1,1704
Gobierno Militar (edificio),1,Gobierno Militar (edificio),1,1704
Jose Antonio ASSIEGO,1,Jose Antonio ASSIEGO,1,1704
Acción Sindicalista Nacional del Trabajo (ASNT),1,Acción Sindicalista Nacional del Trabajo (ASNT),1,1704
Coronel del Ejército,1,Coronel del Ejército,1,1704
Gobierno Militar de Madrid,1,Gobierno Militar de Madrid,1,1704
Ricardo GARCHITORENA,1,Ricardo GARCHITORENA,1,1704
golpe de estado,1,golpe de estado,1,1704
Sargento 1° JUAN MONTERO RAMIREZ,1,Sargento 1° JUAN MONTERO RAMIREZ,1,1704
procedimiento judicial,1,procedimiento judicial,1,1704
El Coronel Director Accidental,1,El Coronel Director Accidental,1,1703
Exc. Sr. General Jefe De La Division De Informacion (j-2) Del Emacon,1,Exc. Sr. General Jefe De La Division De Informacion (j-2) Del Emacon,1,1703
Prejujen,1,Prejujen,1,1703
Grupos Sociales Determinados,1,Grupos Sociales Determinados,1,1703
"Los Grupos O Elementos Separatistas, Revolucionarios O Involucionistas",1,"Los Grupos O Elementos Separatistas, Revolucionarios O Involucionistas",1,1703
Terroristas,1,Terroristas,1,1703
"Emacon (entidad, Deducida Por Contexto Pero Mencionada Textualmente)",1,"Emacon (entidad, Deducida Por Contexto Pero Mencionada Textualmente)",1,1703
Constitución De 1978,1,Constitución De 1978,1,1703
Fuerzas Armadas (fas),1,Fuerzas Armadas (fas),1,1703
Defensa Nacional,1,Defensa Nacional,1,1703
MICROFILMACION 03838/S,1,MICROFILMACION 03838/S,1,1703
D1 3864,1,D1 3864,1,1703
REMISION DE INFORMACION,1,REMISION DE INFORMACION,1,1703
Informe semestral sobre la amenaza interior,1,Informe semestral sobre la amenaza interior,1,1703
amenaza interior,1,amenaza interior,1,1703
primer informe semestral,1,primer informe semestral,1,1703
PREJUJEN,1,PREJUJEN,1,1703
EL CORONEL DIRECTOR ACCIDENTAL,1,EL CORONEL DIRECTOR ACCIDENTAL,1,1703
Teniente General Pascual Galmes,1,Teniente General Pascual Galmes,1,1702
C/ SG / 2818 / 19-02-82,1,C/ SG / 2818 / 19-02-82,1,1702
19 de Febrero de 1982,1,19 de Febrero de 1982,1,1702
Secretario relator,1,Secretario relator,1,1702
Filiaciones de los procesados,1,Filiaciones de los procesados,1,1702
Conclusiones provisionales del Fiscal,1,Conclusiones provisionales del Fiscal,1,1702
Conclusiones provisionales de los defensores,1,Conclusiones provisionales de los defensores,1,1702
El Operador,1,El Operador,1,1701
Director General Cuerpo,1,Director General Cuerpo,1,1701
Gobernador Civil,1,Gobernador Civil,1,1701
Director General Cuerpo (sala De Operaciones) Madrid,1,Director General Cuerpo (sala De Operaciones) Madrid,1,1701
"Sritos De ""todos A Madrid""",1,"Sritos De ""todos A Madrid""",1,1701
Gral. Subdtor.,1,Gral. Subdtor.,1,1701
Dr. G.,1,Dr. G.,1,1701
Servicio Radiotelegrafico De La Guardia Civil,1,Servicio Radiotelegrafico De La Guardia Civil,1,1701
Lerida,1,Lerida,1,1701
Jefl 422 Comandancia ... Lerida,1,Jefl 422 Comandancia ... Lerida,1,1701
Director General Cuerpo ... Madrid,1,Director General Cuerpo ... Madrid,1,1701
Navarra,1,Navarra,1,1701
Canal 7 Radiotelefono C O S,1,Canal 7 Radiotelefono C O S,1,1701
Canal 8,1,Canal 8,1,1701
SERVICIO RADIOTELEGRAFICO DE LA GUARDIA CIVIL,1,SERVICIO RADIOTELEGRAFICO DE LA GUARDIA CIVIL,1,1701
Radio n.°: 23 FEB 1981,1,Radio n.°: 23 FEB 1981,1,1701
EL OPERADOR,1,EL OPERADOR,1,1701
TELEX NUMERO 191,1,TELEX NUMERO 191,1,1701
LERIDA,1,LERIDA,1,1701
JEFL 422 COMANDANCIA,1,JEFL 422 COMANDANCIA,1,1701
DIRECTOR GENERAL CUERPO,1,DIRECTOR GENERAL CUERPO,1,1701
GOBERNADOR CIVIL,1,GOBERNADOR CIVIL,1,1701
ESTADO ALERTA,1,ESTADO ALERTA,1,1701
Grupo Servicios Especiales,1,Grupo Servicios Especiales,1,1700
Información Particular,1,Información Particular,1,1700
Diario Pueblo,1,Diario Pueblo,1,1700
TCOL. Cassinello,1,TCOL. Cassinello,1,1700
TCOL. Del Ejército Al Mando De Guardia Civil Y Policía,1,TCOL. Del Ejército Al Mando De Guardia Civil Y Policía,1,1700
Neptuno,1,Neptuno,1,1700
Carretera N-1 (irún),1,Carretera N-1 (irún),1,1700
Km. 20 (de La Carretera N-1),1,Km. 20 (de La Carretera N-1),1,1700
Radio Valencia,1,Radio Valencia,1,1700
Rne,1,Rne,1,1700
Ciudad Periodistas,1,Ciudad Periodistas,1,1700
ESTADO MAYOR - 2ª SECCION,1,ESTADO MAYOR - 2ª SECCION,1,1700
Gente de Tráfico,1,Gente de Tráfico,1,1700
Policia Nacional,1,Policia Nacional,1,1700
TCOL. TEJERO,1,TCOL. TEJERO,1,1700
Carretera N-1 (Irún),1,Carretera N-1 (Irún),1,1700
B,1,B,2,1696; 1699
A,1,A,2,1696; 1699
Coronel Ostos,1,Coronel Ostos,1,1699
Director General De Seguridad,1,Director General De Seguridad,1,1699
A (esposa Del Tte. Coronel Tejero),1,A (esposa Del Tte. Coronel Tejero),1,1699
B (guardia Civil),1,B (guardia Civil),1,1699
Cuartel,1,Cuartel,1,1699
Capitanía General,1,Capitanía General,1,1699
Dirección (refiriéndose A La Dirección General De Seguridad),1,Dirección (refiriéndose A La Dirección General De Seguridad),1,1699
Geo (grupo Especial De Operaciones),1,Geo (grupo Especial De Operaciones),1,1699
TTE. CORONEL TEJERO,1,TTE. CORONEL TEJERO,1,1699
Carmen,1,Carmen,1,1699
Capitán General de Valencia,1,Capitán General de Valencia,1,1699
Comandante Ostos,1,Comandante Ostos,1,1699
Coronel de Estado Mayor,1,Coronel de Estado Mayor,1,1699
Dirección,1,Dirección,1,1699
Junta Superior,1,Junta Superior,1,1698
U.s. Operativas A Nivel Cupo De Capitanías,1,U.s. Operativas A Nivel Cupo De Capitanías,1,1698
Cincuentes,1,Cincuentes,1,1698
Resp. Región,1,Resp. Región,1,1698
Jefes Comandos,1,Jefes Comandos,1,1698
T.gers. Suplentes,1,T.gers. Suplentes,1,1698
Personal De Unidades,1,Personal De Unidades,1,1698
Fdes,1,Fdes,1,1698
U.s. Operativas,1,U.s. Operativas,1,1698
T.gers.,1,T.gers.,1,1698
Cortina (el Militar),1,Cortina (el Militar),1,1698
P. Del Yeno,1,P. Del Yeno,1,1698
Ume,1,Ume,1,1698
R.a. (posiblemente Registro O Rango Administrativo),1,R.a. (posiblemente Registro O Rango Administrativo),1,1698
E.M.,1,E.M.,1,1698
U.S. Operativas,1,U.S. Operativas,1,1698
cupo de capitanías,1,cupo de capitanías,1,1698
D-3 Contactos,1,D-3 Contactos,1,1698
resp. región,1,resp. región,1,1698
jefes comandos,1,jefes comandos,1,1698
T.Gers. suplentes,1,T.Gers. suplentes,1,1698
D-2 Responsables con campamentos,1,D-2 Responsables con campamentos,1,1698
Sr. D. Antonio Garibay,1,Sr. D. Antonio Garibay,1,1697
Sr. José Luis Bustos,1,Sr. José Luis Bustos,1,1697
Sr. Luis G. Huerta,1,Sr. Luis G. Huerta,1,1697
Sr. Sheng,1,Sr. Sheng,1,1697
Santander,1,Santander,1,1697
Fiscalía,1,Fiscalía,1,1697
Sr. General,1,Sr. General,1,1697
Personajes Y Entidades Implicadas En El Contexto De La Narración.,1,Personajes Y Entidades Implicadas En El Contexto De La Narración.,1,1697
Calle Zalaeta,1,Calle Zalaeta,1,1697
Juzgado De Primera Instancia Número 10 De La Coruña,1,Juzgado De Primera Instancia Número 10 De La Coruña,1,1697
Plaza De España (en La Coruña),1,Plaza De España (en La Coruña),1,1697
Comandancia De Marina De La Coruña,1,Comandancia De Marina De La Coruña,1,1697
Campo De Aviación De Alvedro,1,Campo De Aviación De Alvedro,1,1697
Estrada De Cutrota,1,Estrada De Cutrota,1,1697
Dirección De La Comandancia General De Marina,1,Dirección De La Comandancia General De Marina,1,1697
"La Coruña, Coruña, España (mencionado Al Menos Como Contexto General)",1,"La Coruña, Coruña, España (mencionado Al Menos Como Contexto General)",1,1697
NOVIEMBRE 1980,1,NOVIEMBRE 1980,1,1697
Juez de Instrucción,1,Juez de Instrucción,1,1697
Alcalde-Médico Forense Municipal,1,Alcalde-Médico Forense Municipal,1,1697
Delitos de lesiones,1,Delitos de lesiones,1,1697
evidencia probatoria,1,evidencia probatoria,1,1697
procedimiento penal,1,procedimiento penal,1,1697
Informe forense,1,Informe forense,1,1697
lesiones cerebrales,1,lesiones cerebrales,1,1697
parte médico,1,parte médico,1,1697
artículo 249 del Código Penal,1,artículo 249 del Código Penal,1,1697
Capitán Díaz Sánchez,1,Capitán Díaz Sánchez,1,1696
Sargento Sánchez,1,Sargento Sánchez,1,1696
Teniente Coronel Pozo,1,Teniente Coronel Pozo,1,1696
Corcuero,1,Corcuero,1,1696
Ampuero,1,Ampuero,1,1696
"Unidad Militar ""prado""",1,"Unidad Militar ""prado""",1,1696
Cuartel De Retamares,1,Cuartel De Retamares,1,1696
Regimiento (sin Más Especificación),1,Regimiento (sin Más Especificación),1,1696
Villaviciosa (probablemente La Ciudad),1,Villaviciosa (probablemente La Ciudad),1,1696
Televisión (contexto No Claro Si Es Institución O Medio),1,Televisión (contexto No Claro Si Es Institución O Medio),1,1696
Personal (posible Área O Dependencia Dentro Del Cuartel),1,Personal (posible Área O Dependencia Dentro Del Cuartel),1,1696
"Bar (ubicación Indeterminada, Probablemente Dentro O Cercano Al Cuartel)",1,"Bar (ubicación Indeterminada, Probablemente Dentro O Cercano Al Cuartel)",1,1696
Bar De Intendencia,1,Bar De Intendencia,1,1696
Bar De Oficiales,1,Bar De Oficiales,1,1696
"UNIDAD MILITAR ""PRADO""",1,"UNIDAD MILITAR ""PRADO""",1,1696
Cuartel de Retamares,1,Cuartel de Retamares,1,1696
Extensión 451,1,Extensión 451,1,1696
Extensión 461,1,Extensión 461,1,1696
Capitán Diaz Sanchez,1,Capitán Diaz Sanchez,1,1696
Sargento Sanchez,1,Sargento Sanchez,1,1696
Regimiento,1,Regimiento,2,1694; 1696
Carros de televisión,1,Carros de televisión,1,1696
C.,1,C.,1,1695
Juan,1,Juan,1,1695
Interlocutor No Identificado,1,Interlocutor No Identificado,1,1695
Guardias Civiles De Las Cortes,1,Guardias Civiles De Las Cortes,1,1695
Un Tal Abad De El Alcázar,1,Un Tal Abad De El Alcázar,1,1695
La Mujer,1,La Mujer,1,1695
Villaviciosa Y Pavía,1,Villaviciosa Y Pavía,1,1695
El Alcázar,1,El Alcázar,2,1694; 1695
Villaviciosa y Pavía,1,Villaviciosa y Pavía,1,1695
Guardias Civiles de las Cortes,1,Guardias Civiles de las Cortes,1,1695
manifiesto,1,manifiesto,1,1695
regimientos,1,regimientos,1,1695
magnetofón,1,magnetofón,1,1695
Abad,1,Abad,1,1695
Plá,1,Plá,1,1695
T. (teniente Coronel Tejero),1,T. (teniente Coronel Tejero),1,1694
Otra Persona No Identificada,1,Otra Persona No Identificada,1,1694
Ministro No Identificado,1,Ministro No Identificado,1,1694
Pavía,1,Pavía,1,1694
Radio,1,Radio,1,1694
Norteamérica,1,Norteamérica,1,1694
(no Hay Lugares Mencionados En El Texto Proporcionado.),1,(no Hay Lugares Mencionados En El Texto Proporcionado.),1,1694
Garcia Carres,1,Garcia Carres,1,1694
